Taxon name,Genus,Family,URL,Reference,Symmetry,Notes,Data source,Rank scored at,Data entered by,Entry date,
Myoporum petiolatum,Myoporum,Scrophulariaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Myoporum,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Myoporum genus ""± actinomorphic"". Other sources describe as mildly zygomorphic, review of images for species in data set suggests flowers functionally actinomorphic, though they are often not perfectly radially symmetrical.",interpreted from the text,genus,Ruby Stephens,7/1/2021,
Myoporum platycarpum,Myoporum,Scrophulariaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Myoporum,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Myoporum genus ""± actinomorphic"". Other sources describe as mildly zygomorphic, review of images for species in data set suggests flowers functionally actinomorphic, though they are often not perfectly radially symmetrical.",interpreted from the text,genus,Ruby Stephens,7/1/2021,
Smilax australis,Smilax,Smilacaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22363,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 3 merous; cyclic...Perianth of ‘tepals’; 6; 2 -whorled; isomerous; free, or joined; petaloid; similar in the two whorls to different in the two whorls""",interpreted from the text,genus,Ruby Stephens,29/1/2021,
Smilax calophylla,Smilax,Smilacaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22363,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 3 merous; cyclic...Perianth of ‘tepals’; 6; 2 -whorled; isomerous; free, or joined; petaloid; similar in the two whorls to different in the two whorls""",interpreted from the text,genus,Ruby Stephens,29/1/2021,
Smilax glyciphylla,Smilax,Smilacaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22363,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 3 merous; cyclic...Perianth of ‘tepals’; 6; 2 -whorled; isomerous; free, or joined; petaloid; similar in the two whorls to different in the two whorls""",interpreted from the text,genus,Ruby Stephens,29/1/2021,
Anthocercis intricata,Anthocercis,Solanaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22029,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular (P), or somewhat irregular (APB). The floral asymmetry involving the androecium...Calyx...campanulate, or cupuliform, or cyathiform; regular...Corolla contorted and plicate; campanulate, or funnel-shaped, or tubular; regular""",interpreted from the text,genus,Ruby Stephens,21/4/2021,
Anthotroche myoporoides,Anthotroche,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Anthotroche%20myoporoides,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Cyphanthera myosotidea,Cyphanthera,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Cyphanthera%20myosotidea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Flora of Australia text for the genus states ""Flowers...slightly zygomorphic"" (https://profiles.ala.org.au/opus/foa/profile/Cyphanthera). Images show marginal zygomorphy",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Cyphanthera racemosa,Cyphanthera,Solanaceae,https://florabase.dpaw.wa.gov.au/browse/profile/6959,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Flora of Australia text for the genus states ""Flowers...slightly zygomorphic"" (https://profiles.ala.org.au/opus/foa/profile/Cyphanthera). Images show marginal zygomorphy",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Datura ferox,Datura,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Datura%20ferox,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Lycium australe,Lycium,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Lycium%20australe,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Lycium ferocissimum,Lycium,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Lycium%20ferocissimum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Nicotiana goodspeedii,Nicotiana,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Nicotiana%20goodspeedii,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Nicotiana rotundifolia,Nicotiana,Solanaceae,http://www.flora.sa.gov.au/efsa/lucid/Solanaceae/Nicotiana%20species/key/Australian%20Nicotiana%20species/Media/Html/Nicotiana_rotundifolia.htm,Flora of South Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,2/2/2021,
Nicotiana simulans,Nicotiana,Solanaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Nicotiana~simulans,Flora of NSW Online (PlantNET) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Nicotiana velutina,Nicotiana,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Nicotiana%20velutina,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Solanum aridicola,Solanum,Solanaceae,https://www.jstor.org/stable/41965594,"Bean, A.R. (1 December 2011), New and reinstated species of the Solanum ellipticum R.Br. (Solanaceae) species group. Austrobaileya 8(3): 415-417",207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states """"Corolla rotate"", implying general actinomorphy. Illustration shows actinomorphic corolla",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum centrale,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20centrale,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla stellate"", images show actinomorphic perianth",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum chenopodinum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20chenopodinum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla stellate""",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum cleistogamum,Solanum,Solanaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Solanum~cleistogamum,Flora of NSW Online (PlantNET) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla rotate"", images show generally actinomorphic perianth",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Solanum elatius,Solanum,Solanaceae,https://www.researchgate.net/profile/Tony_Bean2/publication/270884741_A_taxonomic_review_of_the_Solanum_sturtianum_subgroup_of_subgenus_Leptostemonum_Solanaceae/links/58585bc608ae3852d2544333/A-taxonomic-review-of-the-Solanum-sturtianum-subgroup-of-subgenus-Leptostemonum-Solanaceae.pdf,"Bean, A.R. (9 May 2013), A taxonomic review of the Solanum sturtianum subgroup of subgenus Leptostemonum (Solanceae). Nuytsia 23",207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text on page 131 states ""The corolla for the S. sturtianum subgroup…The shape is predominantly rotate."" implying actinomorphic perianth for whole subgroup.",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum ellipticum,Solanum,Solanaceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=23890&size=3,Australian Plant Image Index (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Solanum esuriale,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20esuriale,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla rotate-stellate"" but image shows marginal rotational symmetry",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Solanum ferocissimum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20ferocissimum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla stellate"", images show generally actinomorphic perianth",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum lasiophyllum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20lasiophyllum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla rotate-pentagonal"", images show generally actinomorphic perianth",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Solanum lithophilum,Solanum,Solanaceae,https://www.jstor.org/stable/41965594,"Bean, A.R. (1 December 2011), New and reinstated species of the Solanum ellipticum R.Br. (Solanaceae) species group. Austrobaileya 8(3): 424-426",207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states """"Corolla rotate"", implying general actinomorphy. Illustration shows actinomorphic corolla",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum mitchellianum,Solanum,Solanaceae,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2911292#gallery,Atlas of Living Australia (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,2/2/2021,
Solanum nigrum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20nigrum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla stellate"" implying actinomorphy, actinomorphy in images",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum nummularium,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20nummularium,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla stellate"", images show generally actinomorphic perianth",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum orbiculatum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20orbiculatum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"Text states ""Corolla stellate"", images show actinomorphic perianth",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum petrophilum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20petrophilum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla shallowly campanulate-rotate"", images show flowers with actinomorphic perianth",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Solanum pugiunculiferum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20pugiunculiferum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla campanulate"" implying generally actinomorphic corolla",interpreted from the text,species,Ruby Stephens,22/1/2021,
Solanum quadriloculatum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20quadriloculatum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Corolla stellate or pentagonal"", images show actinomorphic perianth",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Solanum sturtianum,Solanum,Solanaceae,https://profiles.ala.org.au/opus/foa/profile/Solanum%20sturtianum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Text states ""Corolla rotate-stellate"", images show general actinomorphy",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Stemona australiana,Stemona,Stemonaceae,https://profiles.ala.org.au/opus/foa/profile/Stemonaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,1/2/2021,
Levenhookia dubia,Levenhookia,Stylidiaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22152,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...very irregular; resupinate, or not resupinate. The floral asymmetry involving the perianth and involving the androecium...Perianth with distinct calyx and corolla; 10; 2 -whorled; isomerous. Calyx 5; 1 -whorled; gamosepalous (tube globular, lobes all free); imbricate; with the median member posterior. Corolla 5; 1 -whorled; gamopetalous; imbricate; unequal but not bilabiate""",interpreted from the text,genus,Ruby Stephens,28/1/2021,
Levenhookia leptantha,Levenhookia,Stylidiaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22152,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...very irregular; resupinate, or not resupinate. The floral asymmetry involving the perianth and involving the androecium...Perianth with distinct calyx and corolla; 10; 2 -whorled; isomerous. Calyx 5; 1 -whorled; gamosepalous (tube globular, lobes all free); imbricate; with the median member posterior. Corolla 5; 1 -whorled; gamopetalous; imbricate; unequal but not bilabiate""",interpreted from the text,genus,Ruby Stephens,28/1/2021,
